#           Observatorio Astronomico Nacional San Pedro Martir
#STAR_ID           RA        DEC        U        B        V        R        I 
#1                  2          3        4        5        6        7        8 
1328       274.462665 -12.260851  95.3236   15.135   14.899  14.6702  14.6825
1335       274.461392 -12.247376  95.3236    15.27   14.901  14.5622  14.4325
391        274.535417 -12.251773  95.3236   15.376   14.902  14.6012  14.5225
853        274.506956 -12.239431  95.3236   96.022    14.91  14.1372  13.4635
1166       274.485922 -12.174283  95.3236   15.542   14.952  14.4012  13.8845
664        274.518433 -12.236725  95.3236   15.449   14.954  14.6122  14.4805
16         274.560677 -12.177816  95.3236   15.644   14.963  14.3502  13.8425
1327       274.463231 -12.223882  95.3236   15.339   14.964  14.6692  14.5855
538        274.526189 -12.229756  95.3236   16.149   14.966  14.0992  13.4295
225        274.546107 -12.238874  95.3236   15.246   14.973  14.6882  14.5885
1367       274.455076 -12.195922  95.3236   15.406   14.975  14.5502  14.2315
149        274.551465 -12.215877  95.3236   16.377   14.977  13.9072  13.0795
713        274.515247 -12.218257  95.3236   15.586   14.977  14.3792  13.9255
838        274.508904 -12.171535  95.3236   15.275   14.983  14.7382  14.5765
662        274.518532 -12.238167  95.3236    15.52       15  14.6762  14.3465
264        274.543648 -12.240282  95.3236   15.761   15.003  14.3752  13.9815
1379       274.453137 -12.223107  95.3236   15.827   15.008  14.3442  13.8735
1253       274.475610 -12.189855  95.3236   15.437   15.013  14.6712  14.4645
1148       274.486248 -12.274408  95.3236   96.022   15.017  14.2632  12.8105
1217       274.479701 -12.232000  95.3236   15.651   15.026  14.5512  14.2285
1111       274.489917 -12.199172  95.3236   16.151   15.032  13.9252  12.9835
785        274.511180 -12.215991  95.3236   15.811    15.04  14.4962  14.1315
1351       274.459082 -12.254415  95.3236    15.45   15.044  14.7322  14.5595
742        274.513364 -12.217233  95.3236    16.28   15.056  14.1482  13.4665
1386       274.451074 -12.217602  95.3236   15.527   15.067  14.6552  14.5325
1073       274.491993 -12.238129  95.3236   15.954   15.069  14.4052  13.9035
1099       274.490371 -12.222178  95.3236   15.477    15.07  14.6362  14.4435
1273       274.472960 -12.214021  95.3236   15.528   15.076  14.5912  13.6235
37         274.557464 -12.278885  95.3236   15.894   15.078  14.4302  13.8705
773        274.511786 -12.223732  95.3236   16.581   15.082  14.0262  13.2635
275        274.542589 -12.275946  95.3236   15.375   15.083  14.8642  14.8705
847        274.507812 -12.207942  95.3236   16.656   15.084  13.8562  12.9005
967        274.499273 -12.254879  95.3236   96.022   15.088  14.7582  14.5445
908        274.503195 -12.249375  95.3236   15.735   15.089  14.4802  14.0195
1165       274.485508 -12.206368  95.3236   15.434     15.1  14.8432  14.7875
1320       274.464901 -12.256908  95.3236    15.48     15.1  14.8132  14.6675
555        274.524605 -12.267069  95.3236   15.628   15.123  14.7162  14.4405
82         274.554624 -12.270811  95.3236   16.537   15.135  14.0482  13.1885
279        274.542846 -12.244797  95.3236   16.315   15.146  14.2062  13.5175
290        274.542853 -12.169176  95.3236   16.534   15.146  14.1572  13.4165
1230       274.478275 -12.241782  95.3236    16.34    15.15  14.0822  13.2015
991        274.497552 -12.249464  95.3236   96.022   15.158  14.1202  13.3135
1391       274.450876 -12.167769  95.3236   15.539   15.167  14.7502  14.5795
813        274.510116 -12.182291  95.3236   15.581   15.178  14.8702  14.7245
1307       274.468339 -12.180262  95.3236   16.317   15.186  14.3902  13.7945
957        274.500321 -12.222332  95.3236    16.57   15.193  14.0162  13.1295
263        274.543211 -12.273583  95.3236    15.79   15.194  14.7672  14.5175
436        274.532753 -12.201815  95.3236   15.552   15.199  14.9082  14.8075
836        274.509081 -12.170567  95.3236   16.304   15.202  13.7992  12.1175
213        274.546794 -12.218389  95.3236   16.619   15.207  14.1432  13.3435
429        274.533456 -12.188778  95.3236   15.588   15.215  14.8802  14.7755
